id,client_id,date_achat,jour,cache_prix_total,reference
915,317,2025-10-02,Jeudi,401.63,CMD-2025-000915
916,775,2024-07-05,Vendredi,443.94,CMD-2024-000916
917,327,2025-06-05,Jeudi,428.74,CMD-2025-000917
918,168,2024-07-02,Mardi,68.34,CMD-2024-000918
919,443,2025-11-20,Jeudi,281.12,CMD-2025-000919
920,948,2026-06-01,Lundi,404.44,CMD-2026-000920
921,654,2025-12-04,Jeudi,489.34,CMD-2025-000921
922,188,2024-07-17,Mercredi,703.11,CMD-2024-000922
923,782,2024-08-25,Dimanche,199.75,CMD-2024-000923
924,514,2024-11-08,Vendredi,294.8,CMD-2024-000924
925,544,2025-04-28,Lundi,101.59,CMD-2025-000925
926,308,2025-09-16,Mardi,197.15,CMD-2025-000926
927,689,2024-06-07,Vendredi,298.14,CMD-2024-000927
928,197,2026-02-23,Lundi,362.64,CMD-2026-000928
929,176,2026-05-22,Vendredi,150.56,CMD-2026-000929
930,679,2024-06-09,Dimanche,299.85,CMD-2024-000930
931,529,2025-04-30,Mercredi,591.6,CMD-2025-000931
932,808,2025-03-02,Dimanche,703.97,CMD-2025-000932
933,276,2024-08-22,Jeudi,840.22,CMD-2024-000933
934,484,2026-05-26,Mardi,752.64,CMD-2026-000934
935,380,2024-05-28,Mardi,282.54,CMD-2024-000935
936,745,2024-12-28,Samedi,748.01,CMD-2024-000936
937,323,2025-04-05,Samedi,284.13,CMD-2025-000937
938,577,2025-02-06,Jeudi,688.79,CMD-2025-000938
939,6,2026-02-19,Jeudi,846.58,CMD-2026-000939
940,57,2025-02-22,Samedi,324.7,CMD-2025-000940
941,825,2024-05-23,Jeudi,877.73,CMD-2024-000941
942,786,2024-10-07,Lundi,27.33,CMD-2024-000942
943,722,2024-07-26,Vendredi,195.65,CMD-2024-000943
944,734,2024-09-19,Jeudi,272.36,CMD-2024-000944
945,383,2024-01-25,Jeudi,296.43,CMD-2024-000945
946,810,2025-01-26,Dimanche,299.85,CMD-2025-000946
947,574,2026-01-26,Lundi,187.5,CMD-2026-000947
948,221,2025-09-24,Mercredi,457.61,CMD-2025-000948
949,877,2024-10-07,Lundi,105.07,CMD-2024-000949
950,249,2024-06-13,Jeudi,299.67,CMD-2024-000950
951,492,2026-01-08,Jeudi,537.71,CMD-2026-000951
952,975,2024-02-17,Samedi,705.28,CMD-2024-000952
953,400,2025-12-05,Vendredi,864.15,CMD-2025-000953
954,724,2025-05-13,Mardi,232.35,CMD-2025-000954
955,622,2025-08-23,Samedi,343.76,CMD-2025-000955
956,104,2024-02-27,Mardi,579.26,CMD-2024-000956
957,283,2025-07-04,Vendredi,338.8,CMD-2025-000957
958,946,2024-10-18,Vendredi,108.81,CMD-2024-000958
959,138,2026-06-20,Samedi,677.34,CMD-2026-000959
960,333,2026-03-04,Mercredi,661.87,CMD-2026-000960
961,845,2024-06-04,Mardi,787.81,CMD-2024-000961
962,604,2024-11-02,Samedi,520.93,CMD-2024-000962
963,576,2024-03-31,Dimanche,400.04,CMD-2024-000963
964,336,2025-08-09,Samedi,496.45,CMD-2025-000964
965,677,2024-09-23,Lundi,505.43,CMD-2024-000965
966,837,2024-10-25,Vendredi,623.71,CMD-2024-000966
967,144,2026-03-01,Dimanche,695.21,CMD-2026-000967
968,892,2026-03-15,Dimanche,632.32,CMD-2026-000968
969,757,2024-11-17,Dimanche,861.9,CMD-2024-000969
970,370,2026-03-02,Lundi,406.79,CMD-2026-000970
971,906,2024-08-07,Mercredi,173.87,CMD-2024-000971
972,480,2024-08-21,Mercredi,420.11,CMD-2024-000972
973,342,2024-07-22,Lundi,613.12,CMD-2024-000973
974,721,2024-09-22,Dimanche,237.26,CMD-2024-000974
975,766,2024-01-24,Mercredi,134.83,CMD-2024-000975
976,658,2025-02-24,Lundi,390.31,CMD-2025-000976
977,826,2025-05-13,Mardi,720.3,CMD-2025-000977
978,852,2025-06-25,Mercredi,63.64,CMD-2025-000978
979,525,2025-01-17,Vendredi,24.41,CMD-2025-000979
980,448,2024-02-02,Vendredi,864.2,CMD-2024-000980
981,895,2026-03-28,Samedi,301.08,CMD-2026-000981
982,552,2025-05-18,Dimanche,261.55,CMD-2025-000982
983,342,2025-10-11,Samedi,69.72,CMD-2025-000983
984,78,2025-08-01,Vendredi,92.0,CMD-2025-000984
985,572,2026-03-10,Mardi,109.97,CMD-2026-000985
986,163,2026-03-28,Samedi,467.01,CMD-2026-000986
987,872,2024-03-30,Samedi,520.78,CMD-2024-000987
988,480,2025-09-16,Mardi,588.64,CMD-2025-000988
989,196,2026-02-08,Dimanche,75.03,CMD-2026-000989
990,701,2025-03-17,Lundi,737.79,CMD-2025-000990
991,477,2025-04-07,Lundi,801.52,CMD-2025-000991
992,757,2024-06-04,Mardi,588.88,CMD-2024-000992
993,75,2024-07-05,Vendredi,586.57,CMD-2024-000993
994,348,2025-04-09,Mercredi,479.66,CMD-2025-000994
995,710,2026-01-27,Mardi,739.98,CMD-2026-000995
996,443,2026-06-29,Lundi,29.11,CMD-2026-000996
997,589,2024-10-27,Dimanche,15.65,CMD-2024-000997
998,849,2025-02-03,Lundi,26.79,CMD-2025-000998
999,231,2024-11-26,Mardi,390.15,CMD-2024-000999
1000,266,2026-05-26,Mardi,208.36,CMD-2026-001000
1001,691,2026-02-25,Mercredi,300.68,CMD-2026-001001
1002,469,2025-10-31,Vendredi,602.2,CMD-2025-001002
1003,789,2026-04-21,Mardi,521.24,CMD-2026-001003
1004,364,2026-06-20,Samedi,646.25,CMD-2026-001004
1005,591,2024-06-05,Mercredi,178.06,CMD-2024-001005
1006,152,2024-07-30,Mardi,284.54,CMD-2024-001006
1007,104,2024-01-27,Samedi,484.74,CMD-2024-001007
1008,968,2026-05-14,Jeudi,45.1,CMD-2026-001008
1009,131,2025-07-07,Lundi,320.17,CMD-2025-001009
1010,71,2024-12-01,Dimanche,784.78,CMD-2024-001010
1011,951,2024-08-23,Vendredi,595.76,CMD-2024-001011
1012,207,2024-11-06,Mercredi,155.32,CMD-2024-001012
1013,278,2024-08-26,Lundi,843.3,CMD-2024-001013
1014,223,2026-03-01,Dimanche,326.25,CMD-2026-001014
1015,141,2026-06-17,Mercredi,809.99,CMD-2026-001015
1016,451,2024-05-06,Lundi,752.39,CMD-2024-001016
1017,385,2024-01-27,Samedi,405.11,CMD-2024-001017
1018,762,2026-05-24,Dimanche,668.51,CMD-2026-001018
1019,390,2024-02-20,Mardi,407.65,CMD-2024-001019
1020,409,2024-07-22,Lundi,193.0,CMD-2024-001020
1021,390,2025-08-27,Mercredi,734.89,CMD-2025-001021
1022,96,2024-06-28,Vendredi,460.96,CMD-2024-001022
1023,593,2026-01-11,Dimanche,469.67,CMD-2026-001023
1024,167,2026-02-13,Vendredi,196.57,CMD-2026-001024
1025,964,2025-05-15,Jeudi,669.16,CMD-2025-001025
1026,367,2026-02-06,Vendredi,895.86,CMD-2026-001026
1027,426,2024-07-14,Dimanche,197.18,CMD-2024-001027
1028,93,2026-03-29,Dimanche,461.14,CMD-2026-001028
1029,490,2024-09-18,Mercredi,462.76,CMD-2024-001029
1030,968,2025-04-12,Samedi,24.36,CMD-2025-001030
1031,390,2026-04-02,Jeudi,383.8,CMD-2026-001031
1032,985,2026-05-28,Jeudi,99.05,CMD-2026-001032
1033,370,2024-11-13,Mercredi,754.51,CMD-2024-001033
1034,445,2026-05-18,Lundi,590.27,CMD-2026-001034
1035,235,2025-12-19,Vendredi,85.15,CMD-2025-001035
1036,660,2026-04-09,Jeudi,356.81,CMD-2026-001036
1037,483,2024-01-17,Mercredi,856.66,CMD-2024-001037
1038,282,2026-01-17,Samedi,586.14,CMD-2026-001038
1039,332,2024-02-16,Vendredi,135.24,CMD-2024-001039
1040,255,2024-06-30,Dimanche,512.47,CMD-2024-001040
1041,132,2025-06-15,Dimanche,148.61,CMD-2025-001041
1042,712,2025-04-26,Samedi,688.43,CMD-2025-001042
1043,63,2025-09-02,Mardi,724.11,CMD-2025-001043
1044,888,2026-01-27,Mardi,598.24,CMD-2026-001044
1045,381,2025-09-24,Mercredi,379.23,CMD-2025-001045
1046,162,2025-03-05,Mercredi,163.44,CMD-2025-001046
1047,959,2025-06-15,Dimanche,869.11,CMD-2025-001047
1048,760,2026-04-08,Mercredi,731.17,CMD-2026-001048
1049,186,2025-01-08,Mercredi,792.37,CMD-2025-001049
1050,113,2026-03-16,Lundi,154.5,CMD-2026-001050
1051,510,2024-07-27,Samedi,282.39,CMD-2024-001051
1052,641,2025-01-17,Vendredi,818.98,CMD-2025-001052
1053,272,2025-09-28,Dimanche,295.74,CMD-2025-001053
1054,803,2024-01-27,Samedi,305.1,CMD-2024-001054
1055,911,2025-04-26,Samedi,40.45,CMD-2025-001055
1056,893,2024-05-27,Lundi,823.07,CMD-2024-001056
1057,48,2025-07-06,Dimanche,345.55,CMD-2025-001057
1058,613,2026-01-09,Vendredi,477.42,CMD-2026-001058
1059,162,2024-04-12,Vendredi,23.29,CMD-2024-001059
1060,919,2024-08-16,Vendredi,91.98,CMD-2024-001060
1061,68,2024-04-25,Jeudi,872.16,CMD-2024-001061
1062,476,2025-03-01,Samedi,771.95,CMD-2025-001062
1063,550,2025-03-26,Mercredi,129.61,CMD-2025-001063
1064,618,2026-04-08,Mercredi,576.79,CMD-2026-001064
1065,319,2025-05-02,Vendredi,427.83,CMD-2025-001065
1066,925,2024-09-20,Vendredi,124.09,CMD-2024-001066
1067,673,2025-07-06,Dimanche,335.36,CMD-2025-001067
1068,629,2025-11-15,Samedi,647.51,CMD-2025-001068
1069,490,2025-05-19,Lundi,676.35,CMD-2025-001069
1070,873,2025-08-07,Jeudi,184.69,CMD-2025-001070
1071,225,2025-06-11,Mercredi,125.52,CMD-2025-001071
1072,965,2024-05-26,Dimanche,210.73,CMD-2024-001072
1073,85,2026-01-31,Samedi,94.35,CMD-2026-001073
1074,414,2024-10-16,Mercredi,799.35,CMD-2024-001074
1075,108,2024-09-12,Jeudi,211.33,CMD-2024-001075
1076,190,2026-01-17,Samedi,596.83,CMD-2026-001076
1077,337,2025-12-28,Dimanche,876.81,CMD-2025-001077
1078,685,2025-08-27,Mercredi,472.72,CMD-2025-001078
1079,592,2026-06-23,Mardi,247.38,CMD-2026-001079
1080,922,2024-05-14,Mardi,301.86,CMD-2024-001080
1081,384,2025-11-08,Samedi,139.24,CMD-2025-001081
1082,755,2026-05-21,Jeudi,40.45,CMD-2026-001082
1083,928,2026-03-29,Dimanche,352.67,CMD-2026-001083
1084,50,2026-03-24,Mardi,186.12,CMD-2026-001084
1085,187,2024-01-15,Lundi,137.22,CMD-2024-001085
1086,35,2026-05-05,Mardi,717.34,CMD-2026-001086
1087,166,2025-02-10,Lundi,297.04,CMD-2025-001087
1088,586,2025-05-07,Mercredi,440.61,CMD-2025-001088
1089,353,2024-07-11,Jeudi,569.54,CMD-2024-001089
1090,837,2025-08-14,Jeudi,371.02,CMD-2025-001090
1091,220,2025-04-09,Mercredi,562.96,CMD-2025-001091
1092,559,2025-03-26,Mercredi,114.85,CMD-2025-001092
1093,287,2025-11-02,Dimanche,693.96,CMD-2025-001093
1094,947,2024-12-11,Mercredi,310.15,CMD-2024-001094
1095,914,2024-07-09,Mardi,237.19,CMD-2024-001095
1096,827,2026-06-11,Jeudi,443.74,CMD-2026-001096
1097,563,2025-04-12,Samedi,600.28,CMD-2025-001097
1098,685,2026-05-26,Mardi,314.7,CMD-2026-001098
1099,532,2024-09-26,Jeudi,66.16,CMD-2024-001099
1100,375,2025-03-12,Mercredi,581.63,CMD-2025-001100
1101,988,2025-07-10,Jeudi,122.33,CMD-2025-001101
1102,233,2025-04-13,Dimanche,748.76,CMD-2025-001102
1103,124,2025-07-17,Jeudi,644.29,CMD-2025-001103
1104,130,2026-06-13,Samedi,319.38,CMD-2026-001104
1105,464,2025-03-22,Samedi,502.43,CMD-2025-001105
1106,963,2024-03-25,Lundi,869.99,CMD-2024-001106
1107,996,2025-05-31,Samedi,172.52,CMD-2025-001107
1108,840,2026-06-25,Jeudi,898.69,CMD-2026-001108
1109,200,2024-05-25,Samedi,757.6,CMD-2024-001109
1110,228,2026-03-05,Jeudi,24.87,CMD-2026-001110
1111,752,2026-02-01,Dimanche,324.99,CMD-2026-001111
1112,616,2026-03-09,Lundi,145.07,CMD-2026-001112
1113,881,2025-06-27,Vendredi,477.28,CMD-2025-001113
1114,820,2025-06-29,Dimanche,332.75,CMD-2025-001114
1115,236,2025-12-11,Jeudi,852.97,CMD-2025-001115
1116,544,2024-06-19,Mercredi,343.27,CMD-2024-001116
1117,103,2025-11-27,Jeudi,157.41,CMD-2025-001117
1118,650,2026-05-29,Vendredi,560.17,CMD-2026-001118
1119,864,2026-02-08,Dimanche,647.31,CMD-2026-001119
1120,554,2025-09-16,Mardi,387.36,CMD-2025-001120
1121,208,2024-10-12,Samedi,53.52,CMD-2024-001121
1122,993,2025-02-14,Vendredi,273.87,CMD-2025-001122
1123,923,2025-06-18,Mercredi,875.08,CMD-2025-001123
1124,916,2025-05-02,Vendredi,426.51,CMD-2025-001124
1125,140,2026-01-08,Jeudi,844.94,CMD-2026-001125
1126,1,2024-03-17,Dimanche,233.67,CMD-2024-001126
1127,570,2025-11-15,Samedi,287.32,CMD-2025-001127
1128,946,2026-01-21,Mercredi,555.66,CMD-2026-001128
1129,983,2024-03-09,Samedi,62.7,CMD-2024-001129
1130,421,2024-05-23,Jeudi,137.96,CMD-2024-001130
1131,843,2024-06-13,Jeudi,690.48,CMD-2024-001131
1132,827,2024-09-05,Jeudi,358.19,CMD-2024-001132
1133,164,2025-10-23,Jeudi,382.91,CMD-2025-001133
1134,606,2024-07-17,Mercredi,231.22,CMD-2024-001134
1135,359,2024-03-13,Mercredi,211.4,CMD-2024-001135
1136,972,2024-10-09,Mercredi,134.98,CMD-2024-001136
1137,412,2024-05-06,Lundi,656.11,CMD-2024-001137
1138,600,2025-11-19,Mercredi,145.13,CMD-2025-001138
1139,455,2024-05-25,Samedi,608.28,CMD-2024-001139
1140,779,2024-12-01,Dimanche,19.57,CMD-2024-001140
1141,121,2025-06-17,Mardi,286.92,CMD-2025-001141
1142,106,2026-03-01,Dimanche,569.4,CMD-2026-001142
1143,483,2024-08-25,Dimanche,597.77,CMD-2024-001143
1144,306,2026-04-21,Mardi,121.12,CMD-2026-001144
1145,761,2025-09-16,Mardi,414.38,CMD-2025-001145
1146,73,2026-06-20,Samedi,881.29,CMD-2026-001146
1147,933,2026-01-07,Mercredi,313.82,CMD-2026-001147
1148,279,2024-02-11,Dimanche,349.53,CMD-2024-001148
1149,913,2024-09-18,Mercredi,110.42,CMD-2024-001149
1150,478,2025-03-12,Mercredi,530.62,CMD-2025-001150
1151,898,2025-12-27,Samedi,625.37,CMD-2025-001151
1152,814,2025-05-13,Mardi,685.02,CMD-2025-001152
1153,231,2025-06-19,Jeudi,101.7,CMD-2025-001153
1154,750,2025-09-09,Mardi,864.15,CMD-2025-001154
1155,886,2025-01-06,Lundi,224.74,CMD-2025-001155
1156,871,2025-11-11,Mardi,450.12,CMD-2025-001156
1157,719,2025-03-18,Mardi,385.28,CMD-2025-001157
1158,654,2024-04-17,Mercredi,779.99,CMD-2024-001158
1159,287,2026-05-12,Mardi,654.4,CMD-2026-001159
1160,283,2024-09-14,Samedi,579.83,CMD-2024-001160
1161,337,2025-03-05,Mercredi,603.6,CMD-2025-001161
1162,258,2024-12-31,Mardi,83.94,CMD-2024-001162
1163,104,2025-12-31,Mercredi,727.32,CMD-2025-001163
1164,249,2025-08-22,Vendredi,450.52,CMD-2025-001164
1165,606,2025-03-20,Jeudi,602.4,CMD-2025-001165
1166,107,2026-03-10,Mardi,745.36,CMD-2026-001166
1167,500,2025-07-28,Lundi,549.9,CMD-2025-001167
1168,580,2025-01-19,Dimanche,549.89,CMD-2025-001168
1169,892,2025-11-14,Vendredi,350.49,CMD-2025-001169
1170,617,2024-04-20,Samedi,535.4,CMD-2024-001170
1171,813,2025-10-20,Lundi,859.11,CMD-2025-001171
1172,590,2024-04-07,Dimanche,114.54,CMD-2024-001172
1173,783,2024-09-01,Dimanche,331.01,CMD-2024-001173
1174,689,2025-12-27,Samedi,814.36,CMD-2025-001174
1175,432,2026-04-14,Mardi,360.42,CMD-2026-001175
1176,763,2024-02-10,Samedi,319.09,CMD-2024-001176
1177,808,2025-03-26,Mercredi,768.48,CMD-2025-001177
1178,588,2026-06-03,Mercredi,475.25,CMD-2026-001178
1179,963,2025-02-12,Mercredi,733.7,CMD-2025-001179
1180,644,2026-02-01,Dimanche,702.08,CMD-2026-001180
1181,686,2024-01-27,Samedi,202.27,CMD-2024-001181
1182,186,2024-01-25,Jeudi,571.15,CMD-2024-001182
1183,337,2024-04-11,Jeudi,270.12,CMD-2024-001183
1184,423,2026-04-01,Mercredi,35.24,CMD-2026-001184
1185,468,2026-05-19,Mardi,802.93,CMD-2026-001185
1186,368,2026-04-18,Samedi,617.87,CMD-2026-001186
1187,361,2024-09-11,Mercredi,256.19,CMD-2024-001187
1188,803,2024-02-18,Dimanche,298.81,CMD-2024-001188
1189,716,2025-10-12,Dimanche,244.21,CMD-2025-001189
1190,813,2024-06-13,Jeudi,196.34,CMD-2024-001190
1191,790,2026-06-03,Mercredi,497.07,CMD-2026-001191
1192,330,2026-01-28,Mercredi,367.17,CMD-2026-001192
1193,357,2026-03-10,Mardi,735.76,CMD-2026-001193
1194,865,2025-05-26,Lundi,772.41,CMD-2025-001194
1195,342,2024-12-26,Jeudi,558.59,CMD-2024-001195
1196,758,2026-04-04,Samedi,754.24,CMD-2026-001196
1197,234,2024-11-20,Mercredi,747.52,CMD-2024-001197
1198,104,2026-01-09,Vendredi,90.47,CMD-2026-001198
1199,416,2024-11-16,Samedi,563.39,CMD-2024-001199
1200,655,2024-07-09,Mardi,683.33,CMD-2024-001200
1201,208,2024-09-28,Samedi,771.81,CMD-2024-001201
1202,498,2024-12-25,Mercredi,309.92,CMD-2024-001202
1203,449,2025-01-05,Dimanche,681.74,CMD-2025-001203
1204,983,2024-06-21,Vendredi,297.25,CMD-2024-001204
1205,115,2024-07-13,Samedi,527.83,CMD-2024-001205
1206,931,2025-06-02,Lundi,633.19,CMD-2025-001206
1207,574,2024-10-30,Mercredi,683.52,CMD-2024-001207
1208,552,2024-07-01,Lundi,364.18,CMD-2024-001208
1209,713,2024-03-18,Lundi,186.76,CMD-2024-001209
1210,93,2025-12-29,Lundi,542.18,CMD-2025-001210
1211,898,2025-11-10,Lundi,370.12,CMD-2025-001211
1212,270,2024-05-29,Mercredi,647.13,CMD-2024-001212
1213,546,2024-12-28,Samedi,363.1,CMD-2024-001213
1214,944,2025-01-29,Mercredi,102.22,CMD-2025-001214
1215,980,2026-01-23,Vendredi,734.96,CMD-2026-001215
1216,909,2026-03-28,Samedi,271.57,CMD-2026-001216
1217,584,2024-03-25,Lundi,298.2,CMD-2024-001217
1218,231,2025-03-29,Samedi,745.25,CMD-2025-001218
1219,252,2025-07-15,Mardi,147.95,CMD-2025-001219
1220,281,2024-01-27,Samedi,450.09,CMD-2024-001220
1221,854,2025-12-12,Vendredi,885.09,CMD-2025-001221
1222,252,2026-06-15,Lundi,210.98,CMD-2026-001222
1223,664,2026-04-11,Samedi,202.2,CMD-2026-001223
1224,13,2024-10-30,Mercredi,226.87,CMD-2024-001224
1225,22,2026-05-28,Jeudi,554.87,CMD-2026-001225
1226,859,2025-03-25,Mardi,378.92,CMD-2025-001226
1227,565,2025-08-04,Lundi,181.08,CMD-2025-001227
1228,191,2026-05-18,Lundi,471.52,CMD-2026-001228
1229,410,2025-10-04,Samedi,522.15,CMD-2025-001229
1230,924,2025-01-31,Vendredi,674.64,CMD-2025-001230
1231,724,2026-03-26,Jeudi,883.9,CMD-2026-001231
1232,823,2026-03-31,Mardi,244.56,CMD-2026-001232
1233,380,2025-01-08,Mercredi,811.04,CMD-2025-001233
1234,960,2024-08-28,Mercredi,294.93,CMD-2024-001234
1235,366,2024-03-19,Mardi,862.69,CMD-2024-001235
1236,138,2024-11-25,Lundi,775.34,CMD-2024-001236
1237,720,2024-09-09,Lundi,718.04,CMD-2024-001237
1238,593,2024-05-11,Samedi,95.98,CMD-2024-001238
1239,940,2026-03-14,Samedi,887.09,CMD-2026-001239
1240,726,2025-05-02,Vendredi,486.46,CMD-2025-001240
1241,108,2026-04-06,Lundi,745.39,CMD-2026-001241
1242,234,2026-01-07,Mercredi,320.02,CMD-2026-001242
1243,719,2025-10-22,Mercredi,879.07,CMD-2025-001243
1244,841,2024-08-17,Samedi,424.09,CMD-2024-001244
1245,589,2026-05-06,Mercredi,57.34,CMD-2026-001245
1246,634,2025-03-24,Lundi,452.44,CMD-2025-001246
1247,447,2024-03-07,Jeudi,858.31,CMD-2024-001247
1248,176,2024-01-23,Mardi,508.35,CMD-2024-001248
1249,573,2025-10-27,Lundi,61.21,CMD-2025-001249
1250,356,2025-05-03,Samedi,782.13,CMD-2025-001250
1251,152,2024-03-06,Mercredi,616.98,CMD-2024-001251
1252,67,2026-01-06,Mardi,255.71,CMD-2026-001252
1253,259,2026-01-15,Jeudi,34.53,CMD-2026-001253
1254,613,2025-05-17,Samedi,393.43,CMD-2025-001254
1255,783,2024-05-16,Jeudi,887.71,CMD-2024-001255
1256,221,2025-11-08,Samedi,412.37,CMD-2025-001256
1257,552,2025-12-14,Dimanche,610.44,CMD-2025-001257
1258,339,2024-08-26,Lundi,517.16,CMD-2024-001258
1259,897,2025-06-04,Mercredi,852.17,CMD-2025-001259
1260,148,2026-02-23,Lundi,490.25,CMD-2026-001260
1261,698,2025-08-23,Samedi,289.86,CMD-2025-001261
1262,7,2025-09-16,Mardi,57.13,CMD-2025-001262
1263,773,2025-01-01,Mercredi,532.82,CMD-2025-001263
1264,794,2024-03-13,Mercredi,556.32,CMD-2024-001264
1265,543,2025-02-27,Jeudi,660.03,CMD-2025-001265
1266,751,2024-07-18,Jeudi,231.42,CMD-2024-001266
1267,616,2026-03-03,Mardi,685.34,CMD-2026-001267
1268,184,2026-05-05,Mardi,171.29,CMD-2026-001268
1269,665,2025-05-21,Mercredi,658.5,CMD-2025-001269
1270,340,2024-04-01,Lundi,93.79,CMD-2024-001270
1271,414,2025-08-10,Dimanche,633.82,CMD-2025-001271
1272,702,2025-01-31,Vendredi,726.36,CMD-2025-001272
1273,391,2025-12-14,Dimanche,432.21,CMD-2025-001273
1274,868,2024-12-17,Mardi,172.85,CMD-2024-001274
1275,319,2024-12-29,Dimanche,167.89,CMD-2024-001275
1276,441,2026-06-19,Vendredi,234.28,CMD-2026-001276
1277,93,2024-07-07,Dimanche,241.84,CMD-2024-001277
1278,206,2024-08-20,Mardi,322.56,CMD-2024-001278
1279,663,2025-10-10,Vendredi,82.59,CMD-2025-001279
1280,463,2026-02-08,Dimanche,93.67,CMD-2026-001280
1281,264,2024-01-21,Dimanche,792.57,CMD-2024-001281
1282,63,2025-07-24,Jeudi,62.63,CMD-2025-001282
1283,383,2024-04-07,Dimanche,159.97,CMD-2024-001283
1284,987,2025-06-25,Mercredi,21.18,CMD-2025-001284
1285,335,2025-01-28,Mardi,282.56,CMD-2025-001285
1286,820,2025-08-04,Lundi,511.38,CMD-2025-001286
1287,880,2024-03-12,Mardi,860.57,CMD-2024-001287
1288,194,2025-10-13,Lundi,562.57,CMD-2025-001288
1289,187,2025-07-02,Mercredi,204.34,CMD-2025-001289
1290,354,2024-04-09,Mardi,786.16,CMD-2024-001290
1291,935,2024-06-07,Vendredi,543.74,CMD-2024-001291
1292,588,2024-06-30,Dimanche,803.37,CMD-2024-001292
1293,724,2026-05-16,Samedi,792.9,CMD-2026-001293
1294,182,2025-06-03,Mardi,142.47,CMD-2025-001294
1295,839,2025-03-31,Lundi,36.99,CMD-2025-001295
1296,40,2025-07-04,Vendredi,800.52,CMD-2025-001296
1297,813,2024-05-03,Vendredi,728.4,CMD-2024-001297
1298,320,2024-10-25,Vendredi,105.91,CMD-2024-001298
1299,700,2024-07-03,Mercredi,535.18,CMD-2024-001299
1300,172,2024-04-12,Vendredi,452.9,CMD-2024-001300
1301,618,2024-06-07,Vendredi,897.62,CMD-2024-001301
1302,943,2024-12-11,Mercredi,844.65,CMD-2024-001302
1303,951,2025-11-05,Mercredi,497.69,CMD-2025-001303
1304,399,2026-03-13,Vendredi,408.65,CMD-2026-001304
1305,120,2025-11-15,Samedi,503.46,CMD-2025-001305
1306,347,2024-09-09,Lundi,335.46,CMD-2024-001306
1307,246,2026-04-17,Vendredi,446.77,CMD-2026-001307
1308,814,2025-02-17,Lundi,47.01,CMD-2025-001308
1309,61,2025-05-06,Mardi,731.7,CMD-2025-001309
1310,932,2025-11-06,Jeudi,639.79,CMD-2025-001310
1311,860,2025-08-28,Jeudi,97.9,CMD-2025-001311
1312,533,2024-04-03,Mercredi,600.52,CMD-2024-001312
1313,329,2025-06-23,Lundi,511.06,CMD-2025-001313
1314,720,2025-06-28,Samedi,474.28,CMD-2025-001314
1315,776,2025-07-13,Dimanche,582.44,CMD-2025-001315
1316,290,2024-11-24,Dimanche,130.56,CMD-2024-001316
1317,782,2024-07-21,Dimanche,270.72,CMD-2024-001317
1318,642,2025-03-12,Mercredi,369.76,CMD-2025-001318
1319,387,2024-03-25,Lundi,446.5,CMD-2024-001319
1320,504,2024-04-16,Mardi,296.14,CMD-2024-001320
1321,496,2025-09-16,Mardi,356.03,CMD-2025-001321
1322,510,2026-03-16,Lundi,695.95,CMD-2026-001322
1323,790,2025-12-01,Lundi,632.01,CMD-2025-001323
1324,541,2026-05-01,Vendredi,47.04,CMD-2026-001324
1325,970,2024-04-01,Lundi,283.33,CMD-2024-001325
1326,602,2026-02-04,Mercredi,811.24,CMD-2026-001326
1327,556,2024-06-26,Mercredi,580.42,CMD-2024-001327
1328,757,2024-02-19,Lundi,485.51,CMD-2024-001328
1329,49,2024-11-06,Mercredi,352.55,CMD-2024-001329
1330,361,2025-07-04,Vendredi,56.66,CMD-2025-001330
1331,846,2025-12-01,Lundi,787.59,CMD-2025-001331
1332,757,2025-06-04,Mercredi,476.34,CMD-2025-001332
1333,183,2025-06-04,Mercredi,340.02,CMD-2025-001333
1334,716,2024-02-15,Jeudi,820.48,CMD-2024-001334
1335,102,2025-04-13,Dimanche,855.46,CMD-2025-001335
1336,914,2024-08-14,Mercredi,644.04,CMD-2024-001336
1337,75,2026-01-01,Jeudi,191.2,CMD-2026-001337
1338,212,2025-08-07,Jeudi,579.96,CMD-2025-001338
1339,16,2024-02-16,Vendredi,830.65,CMD-2024-001339
1340,211,2025-12-06,Samedi,113.52,CMD-2025-001340
1341,298,2024-01-05,Vendredi,814.9,CMD-2024-001341
1342,676,2026-04-13,Lundi,824.56,CMD-2026-001342
1343,339,2024-06-30,Dimanche,888.5,CMD-2024-001343
1344,847,2024-08-21,Mercredi,340.88,CMD-2024-001344
1345,858,2025-02-15,Samedi,49.82,CMD-2025-001345
1346,146,2025-09-05,Vendredi,229.08,CMD-2025-001346
1347,685,2024-09-21,Samedi,794.92,CMD-2024-001347
1348,433,2025-11-27,Jeudi,517.77,CMD-2025-001348
1349,885,2025-10-03,Vendredi,285.66,CMD-2025-001349
1350,963,2026-06-18,Jeudi,591.46,CMD-2026-001350
1351,936,2024-10-06,Dimanche,374.18,CMD-2024-001351
1352,11,2025-03-01,Samedi,742.95,CMD-2025-001352
1353,387,2024-10-11,Vendredi,759.93,CMD-2024-001353
1354,195,2026-04-16,Jeudi,703.5,CMD-2026-001354
1355,260,2025-09-06,Samedi,19.27,CMD-2025-001355
1356,710,2025-02-08,Samedi,47.19,CMD-2025-001356
1357,786,2025-04-04,Vendredi,124.7,CMD-2025-001357
1358,707,2024-08-16,Vendredi,72.76,CMD-2024-001358
1359,118,2024-04-28,Dimanche,151.43,CMD-2024-001359
