id_offre;competence;intitule_poste;region
OFR-2025232;Machine Learning;Data Scientist;Île-de-France
OFR-2025233;RAG;AI Engineer;Île-de-France
OFR-2025233;Cloud (AWS/Azure/GCP);AI Engineer;Île-de-France
OFR-2025233;Python;AI Engineer;Île-de-France
OFR-2025233;LangChain;AI Engineer;Île-de-France
OFR-2025234;Gestion de projet;Chef de Projet Data/IA;Île-de-France
OFR-2025234;KPI;Chef de Projet Data/IA;Île-de-France
OFR-2025234;Agile/Scrum;Chef de Projet Data/IA;Île-de-France
OFR-2025234;Python;Chef de Projet Data/IA;Île-de-France
OFR-2025235;Power Query;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025235;SQL;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025235;DAX;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025235;Power BI;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025236;Cloud (AWS/Azure/GCP);ML Engineer;Pays de la Loire
OFR-2025236;MLOps;ML Engineer;Pays de la Loire
OFR-2025236;TensorFlow/PyTorch;ML Engineer;Pays de la Loire
OFR-2025237;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025237;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025237;Excel;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025237;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025238;Docker;Data Engineer;Île-de-France
OFR-2025238;Airflow;Data Engineer;Île-de-France
OFR-2025238;Python;Data Engineer;Île-de-France
OFR-2025238;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025239;Power BI;Data Scientist;Grand Est
OFR-2025239;Machine Learning;Data Scientist;Grand Est
OFR-2025239;Deep Learning;Data Scientist;Grand Est
OFR-2025239;Pandas;Data Scientist;Grand Est
OFR-2025240;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025240;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025240;SQL;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025240;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025240;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025241;Power BI;Data Analyst;Pays de la Loire
OFR-2025241;Excel;Data Analyst;Pays de la Loire
OFR-2025241;SQL;Data Analyst;Pays de la Loire
OFR-2025241;Tableau;Data Analyst;Pays de la Loire
OFR-2025241;Python;Data Analyst;Pays de la Loire
OFR-2025242;Tableau;Data Analyst;Occitanie
OFR-2025242;SQL;Data Analyst;Occitanie
OFR-2025242;Excel;Data Analyst;Occitanie
OFR-2025242;Power Query;Data Analyst;Occitanie
OFR-2025243;Python;Chef de Projet Data/IA;PACA
OFR-2025243;SQL;Chef de Projet Data/IA;PACA
OFR-2025243;Power BI;Chef de Projet Data/IA;PACA
OFR-2025243;KPI;Chef de Projet Data/IA;PACA
OFR-2025243;Gestion de projet;Chef de Projet Data/IA;PACA
OFR-2025244;SQL;Data Analyst;PACA
OFR-2025244;Power BI;Data Analyst;PACA
OFR-2025244;Tableau;Data Analyst;PACA
OFR-2025244;Excel;Data Analyst;PACA
OFR-2025244;Python;Data Analyst;PACA
OFR-2025245;Gestion de projet;Chef de Projet Data/IA;Île-de-France
OFR-2025245;SQL;Chef de Projet Data/IA;Île-de-France
OFR-2025245;Agile/Scrum;Chef de Projet Data/IA;Île-de-France
OFR-2025245;KPI;Chef de Projet Data/IA;Île-de-France
OFR-2025245;Power BI;Chef de Projet Data/IA;Île-de-France
OFR-2025246;Machine Learning;Data Scientist;PACA
OFR-2025246;Scikit-learn;Data Scientist;PACA
OFR-2025246;Deep Learning;Data Scientist;PACA
OFR-2025246;Pandas;Data Scientist;PACA
OFR-2025247;Power Query;BI Analyst / Développeur Power BI;PACA
OFR-2025247;Power BI;BI Analyst / Développeur Power BI;PACA
OFR-2025247;Excel;BI Analyst / Développeur Power BI;PACA
OFR-2025248;SQL;Data Scientist;Bretagne
OFR-2025248;Pandas;Data Scientist;Bretagne
OFR-2025248;Deep Learning;Data Scientist;Bretagne
OFR-2025249;ETL;Data Engineer;Nouvelle-Aquitaine
OFR-2025249;Cloud (AWS/Azure/GCP);Data Engineer;Nouvelle-Aquitaine
OFR-2025249;Airflow;Data Engineer;Nouvelle-Aquitaine
OFR-2025250;MLOps;ML Engineer;Île-de-France
OFR-2025250;Python;ML Engineer;Île-de-France
OFR-2025250;Docker;ML Engineer;Île-de-France
OFR-2025250;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025251;Python;ML Engineer;Nouvelle-Aquitaine
OFR-2025251;Cloud (AWS/Azure/GCP);ML Engineer;Nouvelle-Aquitaine
OFR-2025251;Git/CI-CD;ML Engineer;Nouvelle-Aquitaine
OFR-2025251;MLOps;ML Engineer;Nouvelle-Aquitaine
OFR-2025252;SQL;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025252;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025252;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025253;SQL;BI Analyst / Développeur Power BI;Occitanie
OFR-2025253;KPI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025253;DAX;BI Analyst / Développeur Power BI;Occitanie
OFR-2025253;Power Query;BI Analyst / Développeur Power BI;Occitanie
OFR-2025253;Power BI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025254;Gestion de projet;Chef de Projet Data/IA;Hauts-de-France
OFR-2025254;Python;Chef de Projet Data/IA;Hauts-de-France
OFR-2025254;Power BI;Chef de Projet Data/IA;Hauts-de-France
OFR-2025254;KPI;Chef de Projet Data/IA;Hauts-de-France
OFR-2025254;Agile/Scrum;Chef de Projet Data/IA;Hauts-de-France
OFR-2025255;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025255;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025255;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025255;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025255;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025256;Docker;Data Engineer;Bretagne
OFR-2025256;ETL;Data Engineer;Bretagne
OFR-2025256;SQL;Data Engineer;Bretagne
OFR-2025256;Cloud (AWS/Azure/GCP);Data Engineer;Bretagne
OFR-2025256;Airflow;Data Engineer;Bretagne
OFR-2025257;LangChain;AI Engineer;Normandie
OFR-2025257;NLP;AI Engineer;Normandie
OFR-2025257;Cloud (AWS/Azure/GCP);AI Engineer;Normandie
OFR-2025257;RAG;AI Engineer;Normandie
OFR-2025257;Hugging Face;AI Engineer;Normandie
OFR-2025258;DAX;Data Analyst;Île-de-France
OFR-2025258;Power BI;Data Analyst;Île-de-France
OFR-2025258;SQL;Data Analyst;Île-de-France
OFR-2025258;Python;Data Analyst;Île-de-France
OFR-2025259;Python;Data Scientist;PACA
OFR-2025259;Machine Learning;Data Scientist;PACA
OFR-2025259;Deep Learning;Data Scientist;PACA
OFR-2025259;SQL;Data Scientist;PACA
OFR-2025259;Scikit-learn;Data Scientist;PACA
OFR-2025260;RAG;AI Engineer;Nouvelle-Aquitaine
OFR-2025260;NLP;AI Engineer;Nouvelle-Aquitaine
OFR-2025260;Hugging Face;AI Engineer;Nouvelle-Aquitaine
OFR-2025260;LangChain;AI Engineer;Nouvelle-Aquitaine
OFR-2025261;SQL;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025261;Power BI;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025261;DAX;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025261;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025261;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025262;Power BI;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025262;Excel;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025262;DAX;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025262;SQL;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025262;Power Query;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025263;SQL;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025263;Python;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025263;Airflow;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025263;Cloud (AWS/Azure/GCP);Data Engineer;Auvergne-Rhône-Alpes
OFR-2025264;Python;ML Engineer;Île-de-France
OFR-2025264;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025264;MLOps;ML Engineer;Île-de-France
OFR-2025264;Docker;ML Engineer;Île-de-France
OFR-2025264;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025265;Scikit-learn;Data Scientist;Grand Est
OFR-2025265;SQL;Data Scientist;Grand Est
OFR-2025265;Machine Learning;Data Scientist;Grand Est
OFR-2025265;Power BI;Data Scientist;Grand Est
OFR-2025266;TensorFlow/PyTorch;ML Engineer;Occitanie
OFR-2025266;Git/CI-CD;ML Engineer;Occitanie
OFR-2025266;Docker;ML Engineer;Occitanie
OFR-2025266;MLOps;ML Engineer;Occitanie
OFR-2025267;SQL;Data Scientist;Île-de-France
OFR-2025267;Machine Learning;Data Scientist;Île-de-France
OFR-2025267;Deep Learning;Data Scientist;Île-de-France
OFR-2025267;Pandas;Data Scientist;Île-de-France
OFR-2025267;Python;Data Scientist;Île-de-France
OFR-2025268;Cloud (AWS/Azure/GCP);ML Engineer;Hauts-de-France
OFR-2025268;Git/CI-CD;ML Engineer;Hauts-de-France
OFR-2025268;Python;ML Engineer;Hauts-de-France
OFR-2025268;Docker;ML Engineer;Hauts-de-France
OFR-2025269;Power Query;Data Analyst;Hauts-de-France
OFR-2025269;Power BI;Data Analyst;Hauts-de-France
OFR-2025269;Tableau;Data Analyst;Hauts-de-France
OFR-2025269;DAX;Data Analyst;Hauts-de-France
OFR-2025270;NLP;AI Engineer;Hauts-de-France
OFR-2025270;LangChain;AI Engineer;Hauts-de-France
OFR-2025270;RAG;AI Engineer;Hauts-de-France
OFR-2025270;Hugging Face;AI Engineer;Hauts-de-France
OFR-2025271;ETL;Data Engineer;Bretagne
OFR-2025271;SQL;Data Engineer;Bretagne
OFR-2025271;Python;Data Engineer;Bretagne
OFR-2025271;Airflow;Data Engineer;Bretagne
OFR-2025272;Agile/Scrum;Chef de Projet Data/IA;Bretagne
OFR-2025272;SQL;Chef de Projet Data/IA;Bretagne
OFR-2025272;Power BI;Chef de Projet Data/IA;Bretagne
OFR-2025273;ETL;Data Engineer;Île-de-France
OFR-2025273;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025273;Docker;Data Engineer;Île-de-France
OFR-2025273;Airflow;Data Engineer;Île-de-France
OFR-2025273;Python;Data Engineer;Île-de-France
OFR-2025274;DAX;Data Analyst;Île-de-France
OFR-2025274;SQL;Data Analyst;Île-de-France
OFR-2025274;Power BI;Data Analyst;Île-de-France
OFR-2025275;Excel;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025275;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025275;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025275;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025276;Python;Data Scientist;Bretagne
OFR-2025276;Machine Learning;Data Scientist;Bretagne
OFR-2025276;Deep Learning;Data Scientist;Bretagne
OFR-2025276;Pandas;Data Scientist;Bretagne
OFR-2025277;Airflow;Data Engineer;Île-de-France
OFR-2025277;SQL;Data Engineer;Île-de-France
OFR-2025277;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025278;MLOps;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025278;Python;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025278;Docker;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025279;Airflow;Data Engineer;Nouvelle-Aquitaine
OFR-2025279;SQL;Data Engineer;Nouvelle-Aquitaine
OFR-2025279;Spark;Data Engineer;Nouvelle-Aquitaine
OFR-2025279;Cloud (AWS/Azure/GCP);Data Engineer;Nouvelle-Aquitaine
OFR-2025279;ETL;Data Engineer;Nouvelle-Aquitaine
OFR-2025280;LLM;AI Engineer;Grand Est
OFR-2025280;RAG;AI Engineer;Grand Est
OFR-2025280;NLP;AI Engineer;Grand Est
OFR-2025280;LangChain;AI Engineer;Grand Est
OFR-2025281;SQL;Data Analyst;Île-de-France
OFR-2025281;Excel;Data Analyst;Île-de-France
OFR-2025281;Power BI;Data Analyst;Île-de-France
OFR-2025281;Python;Data Analyst;Île-de-France
OFR-2025281;Tableau;Data Analyst;Île-de-France
OFR-2025282;Power BI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025282;Excel;BI Analyst / Développeur Power BI;Bretagne
OFR-2025282;KPI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025282;SQL;BI Analyst / Développeur Power BI;Bretagne
OFR-2025282;Power Query;BI Analyst / Développeur Power BI;Bretagne
OFR-2025283;Scikit-learn;Data Scientist;Pays de la Loire
OFR-2025283;Power BI;Data Scientist;Pays de la Loire
OFR-2025283;Deep Learning;Data Scientist;Pays de la Loire
OFR-2025284;DAX;BI Analyst / Développeur Power BI;PACA
OFR-2025284;Power BI;BI Analyst / Développeur Power BI;PACA
OFR-2025284;SQL;BI Analyst / Développeur Power BI;PACA
OFR-2025285;Docker;Data Engineer;Pays de la Loire
OFR-2025285;Cloud (AWS/Azure/GCP);Data Engineer;Pays de la Loire
OFR-2025285;Python;Data Engineer;Pays de la Loire
OFR-2025285;ETL;Data Engineer;Pays de la Loire
OFR-2025285;Airflow;Data Engineer;Pays de la Loire
OFR-2025286;Power BI;Data Analyst;Île-de-France
OFR-2025286;DAX;Data Analyst;Île-de-France
OFR-2025286;Excel;Data Analyst;Île-de-France
OFR-2025286;SQL;Data Analyst;Île-de-France
OFR-2025286;Power Query;Data Analyst;Île-de-France
OFR-2025287;Python;Data Scientist;Hauts-de-France
OFR-2025287;Power BI;Data Scientist;Hauts-de-France
OFR-2025287;Machine Learning;Data Scientist;Hauts-de-France
OFR-2025287;Scikit-learn;Data Scientist;Hauts-de-France
OFR-2025287;Pandas;Data Scientist;Hauts-de-France
OFR-2025288;ETL;Data Engineer;Île-de-France
OFR-2025288;Python;Data Engineer;Île-de-France
OFR-2025288;SQL;Data Engineer;Île-de-France
OFR-2025288;Docker;Data Engineer;Île-de-France
OFR-2025289;SQL;Data Analyst;Pays de la Loire
OFR-2025289;Python;Data Analyst;Pays de la Loire
OFR-2025289;DAX;Data Analyst;Pays de la Loire
OFR-2025290;Power BI;BI Analyst / Développeur Power BI;PACA
OFR-2025290;DAX;BI Analyst / Développeur Power BI;PACA
OFR-2025290;SQL;BI Analyst / Développeur Power BI;PACA
OFR-2025290;KPI;BI Analyst / Développeur Power BI;PACA
OFR-2025291;Spark;Data Engineer;Nouvelle-Aquitaine
OFR-2025291;Docker;Data Engineer;Nouvelle-Aquitaine
OFR-2025291;Cloud (AWS/Azure/GCP);Data Engineer;Nouvelle-Aquitaine
OFR-2025292;SQL;Data Analyst;Bretagne
OFR-2025292;Excel;Data Analyst;Bretagne
OFR-2025292;Tableau;Data Analyst;Bretagne
OFR-2025292;Power BI;Data Analyst;Bretagne
OFR-2025293;Docker;Data Engineer;PACA
OFR-2025293;Cloud (AWS/Azure/GCP);Data Engineer;PACA
OFR-2025293;Airflow;Data Engineer;PACA
OFR-2025293;SQL;Data Engineer;PACA
OFR-2025293;Python;Data Engineer;PACA
OFR-2025294;Power Query;Data Analyst;Pays de la Loire
OFR-2025294;Power BI;Data Analyst;Pays de la Loire
OFR-2025294;Tableau;Data Analyst;Pays de la Loire
OFR-2025294;DAX;Data Analyst;Pays de la Loire
OFR-2025294;Excel;Data Analyst;Pays de la Loire
OFR-2025295;Docker;ML Engineer;Nouvelle-Aquitaine
OFR-2025295;Git/CI-CD;ML Engineer;Nouvelle-Aquitaine
OFR-2025295;Cloud (AWS/Azure/GCP);ML Engineer;Nouvelle-Aquitaine
OFR-2025295;Python;ML Engineer;Nouvelle-Aquitaine
OFR-2025296;Excel;BI Analyst / Développeur Power BI;Occitanie
OFR-2025296;DAX;BI Analyst / Développeur Power BI;Occitanie
OFR-2025296;KPI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025296;Power Query;BI Analyst / Développeur Power BI;Occitanie
OFR-2025297;TensorFlow/PyTorch;ML Engineer;PACA
OFR-2025297;Docker;ML Engineer;PACA
OFR-2025297;Cloud (AWS/Azure/GCP);ML Engineer;PACA
OFR-2025297;Python;ML Engineer;PACA
OFR-2025297;Git/CI-CD;ML Engineer;PACA
OFR-2025298;MLOps;ML Engineer;Île-de-France
OFR-2025298;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025298;Python;ML Engineer;Île-de-France
OFR-2025298;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025299;Power Query;BI Analyst / Développeur Power BI;PACA
OFR-2025299;Power BI;BI Analyst / Développeur Power BI;PACA
OFR-2025299;SQL;BI Analyst / Développeur Power BI;PACA
OFR-2025299;DAX;BI Analyst / Développeur Power BI;PACA
OFR-2025299;Excel;BI Analyst / Développeur Power BI;PACA
OFR-2025300;KPI;Chef de Projet Data/IA;Île-de-France
OFR-2025300;SQL;Chef de Projet Data/IA;Île-de-France
OFR-2025300;Power BI;Chef de Projet Data/IA;Île-de-France
OFR-2025300;Python;Chef de Projet Data/IA;Île-de-France
OFR-2025300;Gestion de projet;Chef de Projet Data/IA;Île-de-France
OFR-2025301;Power BI;Data Analyst;Centre-Val de Loire
OFR-2025301;Power Query;Data Analyst;Centre-Val de Loire
OFR-2025301;Tableau;Data Analyst;Centre-Val de Loire
OFR-2025301;Excel;Data Analyst;Centre-Val de Loire
OFR-2025302;KPI;Chef de Projet Data/IA;Île-de-France
OFR-2025302;SQL;Chef de Projet Data/IA;Île-de-France
OFR-2025302;Agile/Scrum;Chef de Projet Data/IA;Île-de-France
OFR-2025302;Python;Chef de Projet Data/IA;Île-de-France
OFR-2025302;Power BI;Chef de Projet Data/IA;Île-de-France
OFR-2025303;SQL;Data Engineer;Centre-Val de Loire
OFR-2025303;Spark;Data Engineer;Centre-Val de Loire
OFR-2025303;Python;Data Engineer;Centre-Val de Loire
OFR-2025303;Airflow;Data Engineer;Centre-Val de Loire
OFR-2025304;Python;Data Scientist;Normandie
OFR-2025304;Deep Learning;Data Scientist;Normandie
OFR-2025304;SQL;Data Scientist;Normandie
OFR-2025305;SQL;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025305;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025305;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025306;LangChain;AI Engineer;Occitanie
OFR-2025306;Hugging Face;AI Engineer;Occitanie
OFR-2025306;Python;AI Engineer;Occitanie
OFR-2025307;Airflow;Data Engineer;Île-de-France
OFR-2025307;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025307;ETL;Data Engineer;Île-de-France
OFR-2025308;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025308;Python;ML Engineer;Île-de-France
OFR-2025308;MLOps;ML Engineer;Île-de-France
OFR-2025308;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025309;Python;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025309;Deep Learning;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025309;Pandas;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025309;Power BI;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025309;SQL;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025310;Python;Data Analyst;PACA
OFR-2025310;Power Query;Data Analyst;PACA
OFR-2025310;SQL;Data Analyst;PACA
OFR-2025310;DAX;Data Analyst;PACA
OFR-2025311;Cloud (AWS/Azure/GCP);AI Engineer;PACA
OFR-2025311;RAG;AI Engineer;PACA
OFR-2025311;LangChain;AI Engineer;PACA
OFR-2025311;Python;AI Engineer;PACA
OFR-2025311;Hugging Face;AI Engineer;PACA
OFR-2025312;DAX;Data Analyst;Occitanie
OFR-2025312;Power Query;Data Analyst;Occitanie
OFR-2025312;Excel;Data Analyst;Occitanie
OFR-2025313;Power Query;Data Analyst;Île-de-France
OFR-2025313;SQL;Data Analyst;Île-de-France
OFR-2025313;Tableau;Data Analyst;Île-de-France
OFR-2025313;Python;Data Analyst;Île-de-France
OFR-2025313;Excel;Data Analyst;Île-de-France
OFR-2025314;SQL;Data Analyst;Île-de-France
OFR-2025314;Excel;Data Analyst;Île-de-France
OFR-2025314;Tableau;Data Analyst;Île-de-France
OFR-2025315;ETL;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025315;Python;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025315;SQL;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025315;Spark;Data Engineer;Auvergne-Rhône-Alpes
OFR-2025316;LangChain;AI Engineer;Pays de la Loire
OFR-2025316;Cloud (AWS/Azure/GCP);AI Engineer;Pays de la Loire
OFR-2025316;NLP;AI Engineer;Pays de la Loire
OFR-2025316;Python;AI Engineer;Pays de la Loire
OFR-2025317;Power BI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025317;Excel;BI Analyst / Développeur Power BI;Bretagne
OFR-2025317;KPI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025317;Power Query;BI Analyst / Développeur Power BI;Bretagne
OFR-2025317;SQL;BI Analyst / Développeur Power BI;Bretagne
OFR-2025318;NLP;AI Engineer;Île-de-France
OFR-2025318;RAG;AI Engineer;Île-de-France
OFR-2025318;LLM;AI Engineer;Île-de-France
OFR-2025318;LangChain;AI Engineer;Île-de-France
OFR-2025318;Hugging Face;AI Engineer;Île-de-France
OFR-2025319;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025319;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025319;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025320;SQL;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025320;KPI;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025320;Power BI;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025321;KPI;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025321;Power Query;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025321;Excel;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025321;SQL;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025321;Power BI;BI Analyst / Développeur Power BI;Auvergne-Rhône-Alpes
OFR-2025322;Airflow;Data Engineer;Bretagne
OFR-2025322;ETL;Data Engineer;Bretagne
OFR-2025322;Spark;Data Engineer;Bretagne
OFR-2025323;RAG;AI Engineer;Bretagne
OFR-2025323;LangChain;AI Engineer;Bretagne
OFR-2025323;LLM;AI Engineer;Bretagne
OFR-2025323;Hugging Face;AI Engineer;Bretagne
OFR-2025323;Python;AI Engineer;Bretagne
OFR-2025324;KPI;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025324;DAX;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025324;SQL;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025325;Airflow;Data Engineer;Île-de-France
OFR-2025325;ETL;Data Engineer;Île-de-France
OFR-2025325;Docker;Data Engineer;Île-de-France
OFR-2025326;SQL;BI Analyst / Développeur Power BI;PACA
OFR-2025326;DAX;BI Analyst / Développeur Power BI;PACA
OFR-2025326;KPI;BI Analyst / Développeur Power BI;PACA
OFR-2025326;Excel;BI Analyst / Développeur Power BI;PACA
OFR-2025327;Python;AI Engineer;Nouvelle-Aquitaine
OFR-2025327;LLM;AI Engineer;Nouvelle-Aquitaine
OFR-2025327;NLP;AI Engineer;Nouvelle-Aquitaine
OFR-2025327;Hugging Face;AI Engineer;Nouvelle-Aquitaine
OFR-2025327;Cloud (AWS/Azure/GCP);AI Engineer;Nouvelle-Aquitaine
OFR-2025328;KPI;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025328;Power BI;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025328;Excel;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025328;DAX;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025328;SQL;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025329;Tableau;Data Analyst;Normandie
OFR-2025329;Python;Data Analyst;Normandie
OFR-2025329;Power BI;Data Analyst;Normandie
OFR-2025329;DAX;Data Analyst;Normandie
OFR-2025329;Power Query;Data Analyst;Normandie
OFR-2025330;Power BI;Data Analyst;Île-de-France
OFR-2025330;SQL;Data Analyst;Île-de-France
OFR-2025330;DAX;Data Analyst;Île-de-France
OFR-2025330;Tableau;Data Analyst;Île-de-France
OFR-2025331;Excel;Data Analyst;Grand Est
OFR-2025331;Power Query;Data Analyst;Grand Est
OFR-2025331;Tableau;Data Analyst;Grand Est
OFR-2025331;Python;Data Analyst;Grand Est
OFR-2025331;DAX;Data Analyst;Grand Est
OFR-2025332;SQL;Data Scientist;Île-de-France
OFR-2025332;Pandas;Data Scientist;Île-de-France
OFR-2025332;Power BI;Data Scientist;Île-de-France
OFR-2025332;Scikit-learn;Data Scientist;Île-de-France
OFR-2025333;Cloud (AWS/Azure/GCP);AI Engineer;Pays de la Loire
OFR-2025333;Hugging Face;AI Engineer;Pays de la Loire
OFR-2025333;RAG;AI Engineer;Pays de la Loire
OFR-2025333;Python;AI Engineer;Pays de la Loire
OFR-2025334;Power Query;BI Analyst / Développeur Power BI;Grand Est
OFR-2025334;Power BI;BI Analyst / Développeur Power BI;Grand Est
OFR-2025334;KPI;BI Analyst / Développeur Power BI;Grand Est
OFR-2025335;Docker;ML Engineer;Île-de-France
OFR-2025335;MLOps;ML Engineer;Île-de-France
OFR-2025335;Python;ML Engineer;Île-de-France
OFR-2025335;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025335;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025336;Deep Learning;Data Scientist;Nouvelle-Aquitaine
OFR-2025336;Scikit-learn;Data Scientist;Nouvelle-Aquitaine
OFR-2025336;Power BI;Data Scientist;Nouvelle-Aquitaine
OFR-2025336;Machine Learning;Data Scientist;Nouvelle-Aquitaine
OFR-2025337;DAX;BI Analyst / Développeur Power BI;Occitanie
OFR-2025337;SQL;BI Analyst / Développeur Power BI;Occitanie
OFR-2025337;KPI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025337;Power Query;BI Analyst / Développeur Power BI;Occitanie
OFR-2025337;Power BI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025338;Excel;Data Analyst;Île-de-France
OFR-2025338;DAX;Data Analyst;Île-de-France
OFR-2025338;Python;Data Analyst;Île-de-France
OFR-2025338;Tableau;Data Analyst;Île-de-France
OFR-2025338;Power Query;Data Analyst;Île-de-France
OFR-2025339;Python;Data Scientist;PACA
OFR-2025339;Scikit-learn;Data Scientist;PACA
OFR-2025339;Machine Learning;Data Scientist;PACA
OFR-2025339;Pandas;Data Scientist;PACA
OFR-2025340;Docker;Data Engineer;Île-de-France
OFR-2025340;Spark;Data Engineer;Île-de-France
OFR-2025340;SQL;Data Engineer;Île-de-France
OFR-2025340;Python;Data Engineer;Île-de-France
OFR-2025340;ETL;Data Engineer;Île-de-France
OFR-2025341;Machine Learning;Data Scientist;Normandie
OFR-2025341;Power BI;Data Scientist;Normandie
OFR-2025341;Deep Learning;Data Scientist;Normandie
OFR-2025342;LangChain;AI Engineer;Île-de-France
