id,commande_id,produit_id,quantite_achetee
3188,1078,19,4
3189,1078,79,1
3190,1079,136,3
3191,1080,139,1
3192,1080,47,2
3193,1080,106,2
3194,1080,143,1
3195,1080,138,2
3196,1081,165,2
3197,1081,160,1
3198,1081,178,2
3199,1081,1,1
3200,1082,194,2
3201,1082,200,4
3202,1083,198,4
3203,1083,39,4
3204,1083,41,3
3205,1083,136,1
3206,1083,195,2
3207,1084,78,4
3208,1084,144,1
3209,1084,188,3
3210,1085,33,2
3211,1085,176,3
3212,1085,160,1
3213,1085,116,4
3214,1086,141,4
3215,1086,39,3
3216,1086,3,1
3217,1086,87,4
3218,1086,123,1
3219,1087,121,1
3220,1088,146,4
3221,1089,60,4
3222,1089,67,1
3223,1089,168,4
3224,1090,144,3
3225,1090,114,4
3226,1090,149,2
3227,1090,79,4
3228,1090,136,1
3229,1091,32,2
3230,1091,131,4
3231,1091,89,2
3232,1091,183,2
3233,1092,62,3
3234,1092,57,1
3235,1093,71,4
3236,1093,74,3
3237,1093,15,4
3238,1093,4,3
3239,1094,177,4
3240,1094,162,4
3241,1094,183,3
3242,1094,44,4
3243,1094,121,1
3244,1095,120,3
3245,1096,163,1
3246,1096,130,4
3247,1097,60,3
3248,1097,70,1
3249,1098,2,3
3250,1098,149,4
3251,1098,91,1
3252,1099,85,2
3253,1099,184,2
3254,1099,79,1
3255,1100,17,2
3256,1100,119,1
3257,1100,139,1
3258,1100,188,3
3259,1100,81,2
3260,1101,137,1
3261,1101,67,1
3262,1101,85,3
3263,1101,65,3
3264,1102,148,4
3265,1103,66,1
3266,1103,194,3
3267,1103,5,3
3268,1103,89,1
3269,1103,107,3
3270,1104,149,1
3271,1105,142,4
3272,1105,182,1
3273,1106,87,3
3274,1106,19,1
3275,1106,137,2
3276,1106,179,1
3277,1106,66,4
3278,1107,61,3
3279,1107,46,3
3280,1107,184,4
3281,1107,137,3
3282,1108,159,1
3283,1108,144,1
3284,1108,147,1
3285,1108,51,2
3286,1109,88,3
3287,1109,48,4
3288,1109,105,2
3289,1109,106,1
3290,1110,183,2
3291,1111,66,2
3292,1111,114,1
3293,1112,154,3
3294,1113,5,3
3295,1113,16,2
3296,1113,111,2
3297,1114,28,2
3298,1114,116,1
3299,1114,54,2
3300,1114,20,2
3301,1114,164,1
3302,1115,150,3
3303,1115,29,4
3304,1115,84,2
3305,1115,112,4
3306,1116,180,4
3307,1116,41,2
3308,1116,83,1
3309,1116,98,1
3310,1117,144,2
3311,1117,127,3
3312,1117,27,2
3313,1117,19,1
3314,1118,174,2
3315,1118,195,4
3316,1118,106,4
3317,1118,121,2
3318,1118,97,4
3319,1119,141,2
3320,1119,25,3
3321,1119,154,3
3322,1120,153,2
3323,1120,162,2
3324,1121,177,4
3325,1121,101,2
3326,1121,129,2
3327,1121,127,2
3328,1122,85,3
3329,1122,17,1
3330,1122,19,4
3331,1123,191,4
3332,1123,119,1
3333,1124,19,4
3334,1124,149,2
3335,1124,10,1
3336,1124,134,2
3337,1125,194,4
3338,1125,89,3
3339,1126,92,2
3340,1126,167,3
3341,1127,200,2
3342,1127,2,3
3343,1128,15,1
3344,1128,10,1
3345,1128,171,4
3346,1128,77,4
3347,1128,4,4
3348,1129,5,4
3349,1129,163,2
3350,1129,189,1
3351,1130,173,4
3352,1130,183,3
3353,1131,69,3
3354,1131,197,3
3355,1131,137,3
3356,1131,120,1
3357,1131,6,1
3358,1132,114,1
3359,1133,107,1
3360,1133,29,3
3361,1133,186,1
3362,1133,123,4
3363,1133,24,1
3364,1134,162,1
3365,1134,133,3
3366,1134,61,1
3367,1134,102,4
3368,1134,57,2
3369,1135,199,2
3370,1135,163,2
3371,1135,3,2
3372,1135,22,3
3373,1135,46,3
3374,1136,16,2
3375,1136,89,4
3376,1136,112,2
3377,1136,171,3
3378,1137,2,2
3379,1137,197,4
3380,1137,52,2
3381,1137,87,3
3382,1137,106,1
3383,1138,189,2
3384,1138,100,4
3385,1138,147,4
3386,1139,24,1
3387,1140,80,1
3388,1141,13,1
3389,1141,184,2
3390,1141,23,1
3391,1141,188,2
3392,1142,136,4
3393,1142,59,2
3394,1142,159,3
3395,1142,145,3
3396,1142,108,2
3397,1143,162,4
3398,1143,118,3
3399,1143,45,4
3400,1144,78,2
3401,1145,59,3
3402,1145,124,1
3403,1145,78,2
3404,1145,148,1
3405,1145,171,1
3406,1146,189,2
3407,1146,169,1
3408,1147,127,1
3409,1147,42,3
3410,1148,98,1
3411,1148,53,3
3412,1148,124,2
3413,1149,35,3
3414,1149,107,3
3415,1149,68,3
3416,1150,5,3
3417,1150,130,4
3418,1151,167,2
3419,1152,121,4
3420,1153,124,1
3421,1153,35,4
3422,1154,31,2
3423,1154,2,4
3424,1154,82,1
3425,1154,48,1
3426,1154,159,2
3427,1155,77,4
3428,1155,20,3
3429,1155,197,1
3430,1155,30,2
3431,1155,44,4
3432,1156,51,1
3433,1156,67,4
3434,1156,104,2
3435,1157,98,4
3436,1157,106,2
3437,1157,26,2
3438,1158,72,2
3439,1158,39,2
3440,1159,137,2
3441,1159,44,2
3442,1159,53,4
3443,1159,62,1
3444,1160,90,1
3445,1160,178,2
3446,1160,82,1
3447,1160,168,1
3448,1161,173,1
3449,1162,145,3
3450,1162,154,2
3451,1162,194,4
3452,1162,21,3
3453,1162,27,3
3454,1163,145,2
3455,1163,109,1
3456,1163,144,3
3457,1163,139,2
3458,1164,43,4
3459,1164,146,4
3460,1165,111,2
3461,1165,121,1
3462,1166,110,3
3463,1166,106,4
3464,1166,181,3
3465,1166,69,4
3466,1167,115,4
3467,1168,129,4
3468,1168,7,2
3469,1168,168,3
3470,1169,27,1
3471,1169,126,1
3472,1169,124,2
3473,1170,114,3
3474,1170,90,3
3475,1170,123,4
3476,1170,129,2
3477,1171,5,3
3478,1171,161,3
3479,1171,144,2
3480,1171,23,3
3481,1172,83,4
3482,1172,191,1
3483,1172,106,2
3484,1173,53,2
3485,1173,95,4
3486,1174,99,4
3487,1174,34,1
3488,1174,145,2
3489,1175,177,2
3490,1175,10,1
3491,1175,185,3
3492,1176,107,3
3493,1176,165,4
3494,1176,126,3
3495,1177,71,2
3496,1177,133,2
3497,1178,70,1
3498,1178,46,2
3499,1178,125,4
3500,1178,191,1
3501,1179,130,1
3502,1179,177,1
3503,1179,183,1
3504,1179,66,3
3505,1180,58,3
3506,1180,121,3
3507,1180,21,2
3508,1180,123,4
3509,1181,13,2
3510,1181,42,4
3511,1182,39,1
3512,1182,58,1
3513,1182,123,4
3514,1182,69,3
3515,1182,120,2
3516,1183,157,1
3517,1183,73,3
3518,1183,28,2
3519,1183,75,2
3520,1183,153,2
3521,1184,132,1
3522,1184,150,2
3523,1184,118,2
3524,1184,35,3
3525,1184,121,3
3526,1185,14,1
3527,1185,82,2
3528,1185,119,4
3529,1186,116,1
3530,1186,40,2
3531,1186,66,2
3532,1187,56,4
3533,1187,116,3
3534,1187,43,4
3535,1187,27,2
3536,1187,81,2
3537,1188,72,1
3538,1188,104,4
3539,1189,17,1
3540,1190,42,2
3541,1190,58,2
3542,1190,190,1
3543,1190,27,3
3544,1191,168,1
3545,1192,134,1
3546,1192,91,2
3547,1192,26,1
3548,1192,184,4
3549,1193,192,1
3550,1193,115,1
3551,1193,84,4
3552,1193,24,1
3553,1193,177,3
3554,1194,61,3
3555,1195,163,1
3556,1195,143,4
3557,1195,13,2
3558,1195,86,4
3559,1195,91,1
3560,1196,56,2
3561,1196,178,1
3562,1197,35,1
3563,1197,160,1
3564,1197,197,2
3565,1197,177,3
3566,1197,3,3
3567,1198,29,3
3568,1198,25,2
3569,1199,156,4
3570,1199,2,1
3571,1199,47,1
3572,1199,51,1
3573,1199,158,2
3574,1200,168,1
3575,1200,13,1
3576,1201,65,4
3577,1201,188,3
3578,1201,97,4
3579,1202,149,2
3580,1203,145,4
3581,1204,95,4
3582,1205,148,4
3583,1205,98,2
3584,1205,155,1
3585,1205,164,3
3586,1206,122,3
3587,1206,4,3
3588,1206,183,4
3589,1206,39,4
3590,1206,6,1
3591,1207,30,1
3592,1207,66,2
3593,1207,34,4
3594,1208,62,2
3595,1208,92,3
3596,1208,85,3
3597,1208,65,2
3598,1209,19,1
3599,1209,151,1
3600,1209,162,3
3601,1210,158,3
3602,1210,114,2
3603,1210,68,4
3604,1211,59,4
3605,1211,23,1
3606,1211,175,1
3607,1212,133,1
3608,1212,66,3
3609,1213,126,4
3610,1213,125,1
3611,1213,142,3
3612,1213,180,3
3613,1213,108,1
3614,1214,14,3
3615,1214,125,3
3616,1214,101,2
3617,1214,1,1
3618,1215,5,2
3619,1215,131,2
3620,1215,141,1
3621,1215,122,4
3622,1215,92,1
3623,1216,180,1
3624,1216,98,1
3625,1216,153,1
3626,1217,116,2
3627,1217,134,1
3628,1217,5,3
3629,1217,155,1
3630,1218,140,2
3631,1219,181,1
3632,1219,166,3
3633,1220,106,2
3634,1220,88,3
3635,1220,173,1
3636,1220,37,1
3637,1221,143,4
3638,1222,156,3
3639,1223,193,2
3640,1223,85,4
3641,1224,169,2
3642,1225,197,1
3643,1225,27,4
3644,1226,126,2
3645,1226,21,2
3646,1226,83,4
3647,1227,84,2
3648,1227,66,4
3649,1227,170,3
3650,1227,77,4
3651,1227,182,3
3652,1228,59,3
3653,1228,42,4
3654,1228,41,1
3655,1228,76,3
3656,1228,124,4
3657,1229,69,3
3658,1230,22,1
3659,1231,39,4
3660,1231,199,4
3661,1231,83,2
3662,1231,13,2
3663,1232,179,4
3664,1233,170,3
3665,1233,80,1
3666,1234,131,4
3667,1234,182,1
3668,1234,120,3
3669,1234,127,4
3670,1234,33,1
3671,1235,131,3
3672,1235,19,2
3673,1235,168,4
3674,1236,73,1
3675,1236,113,2
3676,1237,190,2
3677,1237,168,3
3678,1237,69,1
3679,1237,76,4
3680,1237,139,3
3681,1238,143,3
3682,1238,20,4
3683,1238,196,4
3684,1239,131,1
3685,1239,116,2
3686,1239,18,1
3687,1239,14,4
3688,1239,92,3
3689,1240,172,3
3690,1240,16,1
3691,1241,179,2
3692,1241,87,1
3693,1241,71,1
3694,1241,155,3
3695,1241,132,3
3696,1242,139,1
3697,1243,196,1
3698,1243,63,2
3699,1243,94,1
3700,1243,71,2
3701,1244,109,3
3702,1244,80,3
3703,1244,156,2
3704,1244,95,1
3705,1245,166,4
3706,1245,187,1
3707,1245,168,2
3708,1245,149,3
3709,1245,20,4
3710,1246,50,2
3711,1247,82,2
3712,1248,195,2
3713,1248,95,3
3714,1249,141,2
3715,1249,120,3
3716,1250,84,4
3717,1251,75,1
3718,1251,124,1
3719,1252,119,3
3720,1253,149,2
3721,1254,100,2
3722,1254,94,4
3723,1254,18,4
3724,1255,71,2
3725,1255,168,2
3726,1255,135,2
3727,1255,177,1
3728,1255,123,4
3729,1256,12,1
3730,1256,16,2
3731,1256,105,3
3732,1256,36,4
3733,1257,194,4
3734,1258,183,3
3735,1258,108,1
3736,1258,84,2
3737,1258,104,2
3738,1259,90,3
3739,1259,50,3
3740,1259,185,2
3741,1259,89,3
3742,1259,11,4
3743,1260,82,1
3744,1260,138,3
3745,1261,106,3
3746,1261,163,2
3747,1261,182,4
3748,1261,85,3
3749,1262,168,1
3750,1262,110,4
3751,1262,108,2
3752,1262,22,3
3753,1262,76,2
3754,1263,47,2
3755,1263,170,2
3756,1263,193,2
3757,1263,88,4
3758,1263,60,2
3759,1264,194,4
3760,1264,65,4
3761,1264,22,4
3762,1264,19,1
3763,1264,173,3
3764,1265,96,1
3765,1265,30,4
3766,1265,164,1
3767,1265,19,3
3768,1266,96,1
3769,1266,132,2
3770,1266,65,2
3771,1267,176,2
3772,1268,117,1
3773,1268,43,2
3774,1268,111,2
3775,1269,74,3
3776,1269,158,4
3777,1269,69,2
3778,1270,149,4
3779,1270,38,3
3780,1270,171,2
3781,1270,141,1
3782,1271,110,3
3783,1271,148,3
3784,1271,150,1
3785,1272,54,2
3786,1273,198,4
3787,1273,84,2
3788,1273,15,4
3789,1273,21,2
3790,1273,40,3
3791,1274,13,2
3792,1274,60,2
3793,1275,131,1
3794,1276,128,3
3795,1276,92,4
3796,1276,29,1
3797,1276,132,4
3798,1276,122,1
3799,1277,182,3
3800,1277,149,2
3801,1277,89,4
3802,1277,12,1
3803,1278,171,2
3804,1278,52,1
3805,1278,139,4
3806,1278,9,1
3807,1278,35,2
3808,1279,168,1
3809,1279,157,4
3810,1280,46,2
3811,1280,4,4
3812,1280,105,1
3813,1280,126,2
3814,1280,11,1
3815,1281,20,2
3816,1281,151,1
3817,1281,149,4
3818,1281,119,2
3819,1282,177,4
3820,1282,124,3
3821,1282,159,4
3822,1282,22,1
3823,1283,95,2
3824,1283,129,3
3825,1283,151,4
3826,1283,196,1
3827,1284,38,3
3828,1285,4,4
3829,1285,174,4
3830,1285,125,3
3831,1285,160,4
3832,1285,150,2
3833,1286,4,2
3834,1287,155,1
3835,1287,25,1
3836,1287,136,2
3837,1287,33,1
3838,1288,96,4
3839,1288,193,1
3840,1289,93,4
3841,1289,188,4
3842,1289,130,2
3843,1289,29,4
3844,1289,139,2
3845,1290,200,4
3846,1291,140,4
3847,1292,96,1
3848,1292,25,2
3849,1292,157,3
3850,1293,52,2
3851,1293,123,2
3852,1293,38,3
3853,1293,121,2
3854,1294,107,1
3855,1294,78,4
3856,1294,128,4
3857,1294,101,2
3858,1295,112,4
3859,1295,181,1
3860,1295,121,2
3861,1295,93,3
3862,1296,140,2
3863,1296,74,1
3864,1296,43,1
3865,1297,92,1
3866,1297,40,2
3867,1298,171,3
3868,1299,83,4
3869,1299,45,2
3870,1299,171,1
3871,1299,79,1
3872,1299,49,1
3873,1300,23,2
3874,1300,141,2
3875,1300,115,4
3876,1300,80,2
3877,1300,191,1
3878,1301,17,4
3879,1301,136,1
3880,1302,120,1
3881,1302,196,3
3882,1302,131,1
3883,1303,97,2
3884,1303,68,2
3885,1303,122,4
3886,1303,20,2
3887,1303,136,1
3888,1304,187,3
3889,1304,185,1
3890,1304,163,2
3891,1305,19,1
3892,1305,9,2
3893,1306,193,1
3894,1306,68,1
3895,1307,92,1
3896,1307,81,4
3897,1308,89,1
3898,1308,114,4
3899,1309,19,2
3900,1309,44,2
3901,1309,127,2
3902,1309,17,3
3903,1309,61,1
3904,1310,185,3
3905,1310,51,1
3906,1311,18,3
3907,1311,197,1
3908,1311,95,3
3909,1312,130,2
3910,1312,91,4
3911,1312,162,3
3912,1313,58,1
3913,1313,77,2
3914,1314,69,4
3915,1314,183,4
3916,1314,22,1
3917,1314,85,2
3918,1314,2,3
3919,1315,180,2
3920,1315,67,4
3921,1315,125,3
3922,1315,53,1
3923,1315,42,3
3924,1316,142,1
3925,1316,193,4
3926,1316,3,4
3927,1317,131,4
3928,1317,143,1
3929,1317,160,2
3930,1318,34,1
3931,1318,78,4
3932,1318,68,1
3933,1318,183,1
3934,1319,64,2
3935,1319,9,4
3936,1319,139,4
3937,1320,147,4
3938,1320,43,4
3939,1320,189,2
3940,1321,127,3
3941,1321,41,1
3942,1321,87,2
3943,1322,2,3
3944,1322,114,4
3945,1322,76,1
3946,1322,112,1
3947,1322,53,3
3948,1323,117,3
3949,1323,39,4
3950,1323,9,2
3951,1324,132,4
3952,1324,112,3
3953,1324,96,1
3954,1325,23,1
3955,1326,106,2
3956,1326,28,2
3957,1326,20,3
3958,1327,20,2
3959,1327,186,3
3960,1327,11,2
3961,1327,22,2
3962,1327,149,3
3963,1328,145,2
3964,1328,46,4
3965,1328,35,1
3966,1328,24,1
3967,1329,12,3
3968,1329,30,2
3969,1329,116,3
3970,1329,171,3
3971,1329,35,1
3972,1330,138,3
3973,1330,100,3
3974,1330,131,4
3975,1330,155,3
3976,1330,67,1
3977,1331,176,1
3978,1331,186,3
3979,1332,95,1
3980,1332,186,1
3981,1332,199,4
3982,1332,92,3
3983,1332,173,4
3984,1333,117,4
3985,1333,34,3
3986,1333,138,3
3987,1334,48,1
3988,1334,163,2
3989,1334,29,2
3990,1335,5,3
3991,1335,138,3
3992,1335,82,4
3993,1336,64,2
3994,1337,4,2
3995,1337,154,1
3996,1337,65,3
3997,1337,122,1
3998,1337,145,2
3999,1338,179,1
4000,1339,11,3
4001,1339,153,1
4002,1339,127,4
4003,1339,61,1
4004,1339,167,4
4005,1340,31,3
4006,1341,33,1
4007,1341,194,1
4008,1342,166,3
4009,1342,38,4
4010,1342,193,2
4011,1342,171,4
4012,1343,55,2
4013,1343,99,1
4014,1343,162,3
4015,1343,168,2
4016,1344,153,3
4017,1344,127,3
4018,1344,191,2
4019,1344,194,2
4020,1344,142,4
4021,1345,101,2
4022,1346,136,1
4023,1346,131,4
4024,1347,177,1
4025,1347,118,4
4026,1347,2,1
4027,1347,133,3
4028,1347,3,4
4029,1348,74,4
4030,1348,91,3
4031,1348,56,4
4032,1349,188,3
4033,1349,80,3
4034,1350,198,3
4035,1350,162,4
4036,1351,29,4
4037,1351,82,4
4038,1351,178,3
4039,1351,37,3
4040,1351,122,4
4041,1352,101,2
4042,1352,129,3
4043,1352,197,2
4044,1352,93,1
4045,1353,52,3
4046,1354,46,4
4047,1354,171,2
4048,1354,122,4
4049,1355,64,1
4050,1355,82,3
4051,1356,7,3
4052,1356,54,3
4053,1356,194,2
4054,1357,38,2
4055,1357,1,1
4056,1357,168,1
4057,1357,6,3
4058,1358,163,1
4059,1358,189,2
4060,1358,38,2
4061,1358,159,2
4062,1359,62,1
4063,1359,19,1
4064,1360,49,1
4065,1360,45,1
4066,1361,40,2
4067,1361,18,1
4068,1361,41,4
4069,1362,78,3
4070,1362,26,1
4071,1362,1,1
4072,1362,140,1
4073,1362,74,2
4074,1363,189,2
4075,1363,196,1
4076,1363,51,2
4077,1363,97,2
4078,1363,72,1
4079,1364,120,1
4080,1364,187,2
4081,1364,66,3
4082,1364,41,1
4083,1364,196,4
4084,1365,178,2
4085,1365,116,3
4086,1365,3,2
4087,1366,167,4
4088,1366,191,1
4089,1366,133,2
4090,1366,118,4
4091,1367,54,2
4092,1367,86,3
4093,1367,101,2
4094,1367,8,4
4095,1368,132,1
4096,1368,33,2
4097,1369,200,4
4098,1370,43,1
4099,1370,181,3
4100,1370,156,1
4101,1370,128,1
4102,1371,47,2
4103,1371,104,2
4104,1371,78,2
4105,1371,170,2
4106,1371,38,1
4107,1372,181,3
4108,1372,200,4
4109,1372,186,3
4110,1373,23,1
4111,1373,77,3
4112,1373,199,1
4113,1373,15,3
4114,1374,186,1
4115,1374,172,3
4116,1374,22,2
4117,1374,20,2
4118,1375,57,2
4119,1375,108,3
4120,1376,47,1
4121,1376,98,1
4122,1376,110,4
4123,1376,189,1
4124,1376,169,1
4125,1377,34,2
4126,1378,77,3
4127,1379,62,2
4128,1379,8,4
4129,1379,134,1
4130,1379,29,1
4131,1379,50,4
4132,1380,13,1
4133,1380,155,1
4134,1380,47,1
4135,1381,29,3
4136,1381,62,3
4137,1381,139,1
4138,1381,132,4
4139,1382,181,4
4140,1382,112,1
4141,1382,77,4
4142,1383,108,2
4143,1384,103,3
4144,1385,189,2
4145,1385,3,2
4146,1385,98,2
4147,1385,15,1
4148,1386,50,1
4149,1386,45,1
4150,1386,80,1
4151,1386,91,1
4152,1386,189,3
4153,1387,18,2
4154,1387,155,3
4155,1387,115,3
4156,1387,8,2
4157,1387,9,1
4158,1388,4,4
4159,1389,135,3
4160,1389,176,2
4161,1389,108,3
4162,1389,46,2
4163,1389,146,3
4164,1390,108,2
4165,1390,120,1
4166,1390,160,3
4167,1390,32,2
4168,1391,93,4
4169,1391,141,4
4170,1391,124,2
4171,1391,145,1
4172,1392,80,3
4173,1392,53,3
4174,1392,11,4
4175,1392,103,2
4176,1392,163,3
4177,1393,136,3
4178,1393,38,2
4179,1393,135,4
4180,1393,145,3
4181,1394,160,2
4182,1394,87,2
4183,1394,178,4
4184,1394,10,1
4185,1395,47,4
4186,1396,112,1
4187,1396,93,3
4188,1397,152,2
4189,1397,56,3
4190,1398,140,1
4191,1399,195,3
4192,1399,108,4
4193,1399,86,4
4194,1399,3,3
4195,1400,88,2
4196,1400,178,2
4197,1401,126,1
4198,1401,93,4
4199,1401,128,2
4200,1402,175,4
4201,1403,117,4
4202,1404,127,3
4203,1404,19,2
4204,1404,27,1
4205,1404,179,4
4206,1404,193,2
4207,1405,123,2
4208,1405,94,3
4209,1405,46,3
4210,1406,154,2
4211,1406,85,1
4212,1406,5,3
4213,1407,27,2
4214,1407,51,1
4215,1407,173,4
4216,1408,56,2
4217,1408,47,4
4218,1408,32,2
4219,1408,114,1
4220,1409,35,4
4221,1409,17,1
4222,1409,185,2
4223,1410,53,3
4224,1410,179,4
4225,1410,66,2
4226,1410,49,1
4227,1411,172,4
4228,1411,2,1
4229,1411,13,2
4230,1412,192,3
4231,1412,46,2
4232,1412,111,4
4233,1412,7,3
4234,1412,16,3
4235,1413,71,3
4236,1414,138,1
4237,1415,156,3
4238,1415,61,2
4239,1415,191,2
4240,1415,16,1
4241,1415,153,3
4242,1416,121,1
4243,1416,32,3
4244,1416,3,4
4245,1416,144,3
4246,1417,92,4
4247,1417,159,3
4248,1417,173,4
4249,1418,59,1
4250,1418,92,4
4251,1418,87,3
4252,1418,200,2
4253,1419,3,3
4254,1419,45,2
4255,1420,118,3
4256,1420,17,2
4257,1420,185,4
4258,1421,112,4
4259,1421,71,2
4260,1422,134,1
4261,1422,76,4
4262,1422,27,4
4263,1422,16,1
4264,1422,195,2
4265,1423,5,3
4266,1423,64,2
4267,1424,135,1
4268,1424,122,4
4269,1425,125,1
4270,1426,168,2
4271,1426,142,2
4272,1426,131,4
4273,1426,86,1
4274,1427,31,3
4275,1427,82,4
4276,1428,15,1
4277,1428,135,3
4278,1428,57,1
4279,1428,163,3
4280,1429,156,3
4281,1429,181,1
4282,1429,189,3
4283,1429,82,2
4284,1429,98,4
4285,1430,198,4
4286,1430,70,4
4287,1430,193,4
4288,1430,74,2
4289,1431,59,2
4290,1431,129,4
4291,1431,25,1
4292,1432,99,1
4293,1432,163,3
4294,1432,147,2
4295,1433,118,3
4296,1433,82,2
4297,1433,8,2
4298,1433,18,2
4299,1433,64,4
4300,1434,70,3
4301,1434,145,3
4302,1435,37,1
4303,1435,193,4
4304,1435,71,4
4305,1435,160,3
4306,1435,172,4
4307,1436,165,4
4308,1436,6,1
4309,1436,59,4
4310,1437,115,4
4311,1437,151,4
4312,1438,29,2
4313,1438,59,3
4314,1438,119,1
4315,1439,70,3
4316,1439,101,4
4317,1439,159,3
4318,1440,148,1
4319,1441,151,2
4320,1441,41,3
4321,1441,102,2
4322,1442,44,1
4323,1442,129,1
4324,1442,114,1
4325,1442,73,1
4326,1443,80,4
4327,1443,124,2
4328,1443,35,3
4329,1443,37,4
4330,1444,108,2
4331,1445,157,2
4332,1445,39,2
4333,1445,6,2
4334,1445,73,1
4335,1446,190,3
4336,1447,28,3
4337,1448,82,1
4338,1448,1,3
4339,1448,75,3
4340,1449,85,4
4341,1449,57,4
4342,1449,101,4
4343,1449,94,3
4344,1449,51,2
4345,1450,57,4
4346,1450,25,3
4347,1450,103,3
4348,1450,68,2
4349,1451,100,3
4350,1451,47,3
4351,1451,2,1
4352,1451,88,2
4353,1451,135,1
4354,1452,118,3
4355,1452,75,1
4356,1452,5,3
4357,1453,24,4
4358,1453,40,2
4359,1453,146,4
4360,1453,195,4
4361,1454,122,4
4362,1454,146,3
4363,1454,125,2
4364,1455,175,1
4365,1455,173,4
4366,1455,97,3
4367,1455,2,4
4368,1456,147,1
4369,1456,9,2
4370,1456,194,3
4371,1456,140,4
4372,1456,73,1
4373,1457,108,2
4374,1457,159,2
4375,1457,31,4
4376,1457,50,4
4377,1458,94,2
4378,1458,126,2
4379,1458,118,2
4380,1458,110,1
4381,1458,125,4
4382,1459,153,3
4383,1459,196,3
4384,1459,145,2
4385,1459,167,3
4386,1459,190,4
4387,1460,165,1
4388,1460,191,3
4389,1460,27,1
4390,1460,72,1
4391,1460,59,2
4392,1461,125,2
4393,1461,100,3
4394,1461,115,4
4395,1461,187,3
4396,1462,88,2
4397,1462,40,1
4398,1462,106,2
4399,1463,144,3
4400,1464,98,2
4401,1464,128,3
4402,1465,136,4
4403,1466,1,3
4404,1466,194,3
4405,1467,13,1
4406,1467,139,3
4407,1468,155,2
4408,1468,190,4
4409,1468,93,2
4410,1469,150,1
4411,1470,179,4
4412,1470,149,1
4413,1470,107,4
4414,1470,176,4
4415,1470,197,3
4416,1471,105,2
4417,1471,153,1
4418,1472,41,2
4419,1472,106,3
4420,1472,147,2
4421,1472,34,3
4422,1472,123,1
4423,1473,28,3
4424,1474,82,2
4425,1474,136,4
4426,1474,176,3
4427,1475,96,1
4428,1476,91,2
4429,1476,172,3
4430,1476,137,1
4431,1477,149,2
4432,1477,128,1
4433,1477,186,3
4434,1477,27,3
4435,1478,71,2
4436,1479,42,4
4437,1480,183,1
4438,1480,15,4
4439,1480,23,3
4440,1480,91,4
4441,1481,78,3
4442,1481,104,3
4443,1481,145,3
4444,1481,174,4
4445,1482,54,2
4446,1482,22,4
4447,1482,91,2
4448,1482,186,3
4449,1483,149,2
4450,1484,160,4
4451,1485,62,2
4452,1485,166,4
4453,1486,144,3
4454,1486,78,3
4455,1487,118,4
4456,1487,185,4
4457,1487,52,1
4458,1487,187,4
4459,1488,51,4
4460,1488,196,1
4461,1488,179,2
4462,1488,78,4
4463,1488,135,4
4464,1489,127,1
4465,1489,65,2
4466,1489,73,4
4467,1490,20,1
4468,1490,142,1
4469,1490,198,1
4470,1491,193,3
4471,1491,117,2
4472,1491,106,1
4473,1491,27,4
4474,1492,169,3
4475,1493,130,1
4476,1493,14,2
4477,1493,140,2
4478,1493,172,4
4479,1494,24,1
4480,1494,32,2
4481,1495,184,2
4482,1495,152,4
4483,1495,15,2
4484,1495,20,1
4485,1495,86,1
4486,1496,45,3
4487,1496,139,4
4488,1497,119,3
4489,1497,130,3
4490,1497,4,1
4491,1498,2,2
4492,1499,43,3
4493,1499,119,1
4494,1499,42,1
4495,1499,30,2
4496,1500,38,1
4497,1500,154,3
4498,1500,185,4
4499,1500,142,1
4500,1501,126,1
4501,1501,34,1
4502,1501,98,3
4503,1501,13,2
4504,1501,66,2
4505,1502,80,3
4506,1502,54,2
4507,1503,112,1
4508,1504,73,2
4509,1504,75,4
4510,1504,195,3
4511,1505,13,2
4512,1505,162,1
4513,1505,76,3
4514,1505,20,3
4515,1505,176,4
4516,1506,83,3
4517,1507,97,1
4518,1508,168,2
4519,1508,6,2
4520,1508,177,1
4521,1508,102,4
4522,1509,79,1
4523,1510,98,4
4524,1510,107,1
4525,1510,55,2
4526,1511,156,3
4527,1511,143,1
4528,1511,89,1
4529,1511,155,3
4530,1512,166,2
4531,1513,33,1
4532,1513,136,3
4533,1513,180,2
4534,1514,79,3
4535,1515,125,1
4536,1515,153,3
4537,1515,129,4
4538,1515,117,3
4539,1516,192,1
4540,1516,140,2
4541,1517,167,4
4542,1518,39,3
4543,1519,100,4
4544,1519,4,1
4545,1520,130,1
4546,1520,138,1
4547,1520,30,1
4548,1520,175,3
4549,1521,194,4
4550,1521,193,1
4551,1522,36,3
4552,1522,171,4
4553,1523,109,3
4554,1523,179,4
4555,1523,167,2
4556,1523,22,3
4557,1523,130,1
4558,1524,169,2
4559,1524,117,4
4560,1525,26,4
4561,1525,86,1
4562,1525,187,2
4563,1525,11,2
4564,1525,55,2
4565,1526,141,4
4566,1526,101,4
4567,1526,158,2
4568,1526,195,3
4569,1526,48,4
4570,1527,151,4
4571,1528,132,4
4572,1528,111,3
4573,1528,1,4
4574,1528,28,4
4575,1528,159,4
4576,1529,109,1
4577,1530,195,2
4578,1530,83,1
4579,1530,51,3
4580,1530,82,3
4581,1531,134,2
4582,1531,193,3
4583,1531,135,1
4584,1532,35,4
4585,1532,180,1
